extra/rtkit 0.11+6+g417bb7d-1 [installed]
core/run-parts 4.8.1-1 [installed]
core/s-nail 14.8.16-1 (base) [installed]
extra/samba 4.5.4-1 [installed]
extra/schroedinger 1.0.11-3 [installed]
extra/scrnsaverproto 1.2.2-2 [installed]
extra/sdl 1.2.15-7 [installed]
extra/sdl2 2.0.5-2 [installed]
core/sed 4.3-1 (base base-devel) [installed]
extra/serf 1.3.9-1 [installed]
core/shadow 4.4-3 (base) [installed]
extra/shared-mime-info 1.7-1 [installed]
extra/sip 4.19-1 [installed]
extra/slang 2.3.1a-1 [installed]
extra/smbclient 4.5.4-1 [installed]
extra/snappy 1.1.3-2 [installed]
extra/sound-theme-freedesktop 0.8-2 [installed]
extra/speex 1.2.0-1 [installed]
extra/speexdsp 1.2rc3-2 [installed]
core/sqlite 3.16.2-1 [installed]
extra/startup-notification 0.12-4 [installed]
extra/strace 4.15-1 [installed]
extra/subversion 1.9.5-2 [installed]
core/sudo 1.8.19.p2-1 (base-devel) [installed]
extra/suitesparse 4.5.4-1 [installed]
core/sysfsutils 2.1.0-9 (base) [installed]
core/syslinux 6.03-6 [installed]
core/systemd 232-8 [installed]
core/systemd-sysvcompat 232-8 (base) [installed]
extra/taglib 1.11.1-1 [installed]
extra/talloc 2.1.8-1 [installed]
core/tar 1.29-2 (base) [installed]
extra/tcl 8.6.6-1 [installed]
extra/tdb 1.3.12-1 [installed]
extra/tevent 1:0.9.31-1 [installed]
core/texinfo 6.3-1 (base base-devel) [installed]
core/thin-provisioning-tools 0.6.3-1 [installed]
extra/tk 8.6.6-1 [installed]
extra/tslib 1.3-1 [installed]
extra/ttf-dejavu 2.37-1 [installed]
core/tzdata 2016j-1 [installed]
extra/unixodbc 2.3.4-2 [installed]
extra/unzip 6.0-12 [installed]
extra/usbmuxd 1.1.0-2 [installed]
core/usbutils 008-1 (base) [installed]
core/util-linux 2.29.1-1 (base base-devel) [installed]
extra/v4l-utils 1.10.1-1 [installed]
core/vi 1:070224-2 (base) [installed]
community/vicious 2.1.3-2 [installed]
extra/vid.stab 1.1-1 [installed]
extra/videoproto 2.3.3-1 [installed]
extra/vte 0.28.2-8 [installed]
extra/vte-common 0.46.1-1 [installed]
extra/wavpack 5.1.0-1 [installed]
extra/wayland 1.12.0-1 [installed]
extra/wayland-protocols 1.7-1 [installed]
extra/webkit2gtk 2.14.3-1 [installed]
extra/webkitgtk2 2.4.11-4 [installed]
extra/webrtc-audio-processing 0.3-2 [installed]
extra/wget 1.18-3 [installed]
core/which 2.21-2 (base base-devel) [installed]
multilib/wine 2.0-1 [installed]
community/wine-mono 4.6.4-1 [installed]
multilib/wine_gecko 2.47-1 [installed]
core/wireless_tools 30.pre9-1 [installed]
core/wpa_supplicant 1:2.6-4 [installed]
extra/wpa_supplicant_gui 2.5-3 [installed]
extra/wxgtk 3.0.2-6 [installed]
extra/wxpython 3.0.2.0-2 [installed]
extra/x265 2.2-1 [installed]
extra/xaw3d 1.6.2-2 [installed]
extra/xbitmaps 1.1.1-3 [installed]
extra/xcb-proto 1.12-3 [installed]
extra/xcb-util 0.4.0-1 [installed]
extra/xcb-util-image 0.4.0-1 [installed]
extra/xcb-util-keysyms 0.4.0-1 [installed]
extra/xcb-util-renderutil 0.3.9-1 [installed]
extra/xcb-util-wm 0.4.1-1 [installed]
extra/xdg-user-dirs 0.15-4 [installed]
extra/xdg-utils 1.1.1-5 [installed]
community/xdm-archlinux 0.5-4 [installed]
extra/xextproto 7.3.0-1 [installed]
extra/xf86-input-libinput 0.23.0-1 (xorg-drivers) [installed]
extra/xf86-video-intel 1:2.99.917+747+g028c946d-1 (xorg-drivers) [installed]
extra/xf86dgaproto 2.1-3 [installed]
extra/xf86vidmodeproto 2.3.1-3 [installed]
core/xfsprogs 4.9.0-1 (base) [installed]
extra/xineramaproto 1.2.1-3 [installed]
extra/xkeyboard-config 2.19-1 [installed]
community/xmms2 0.8DrO_o.919.gece0baf0-7 [installed]
extra/xorg-bdftopcf 1.0.5-1 (xorg xorg-apps) [installed]
extra/xorg-font-util 1.3.1-1 (xorg-fonts xorg) [installed]
extra/xorg-font-utils 7.6-4 [installed]
extra/xorg-fonts-100dpi 1.0.3-3 (xorg) [installed]
extra/xorg-fonts-75dpi 1.0.3-3 (xorg) [installed]
extra/xorg-fonts-alias 1.0.3-1 [installed]
extra/xorg-fonts-encodings 1.0.4-4 (xorg-fonts xorg) [installed]
extra/xorg-fonts-misc 1.0.3-5 [installed]
extra/xorg-fonts-type1 7.7-2 [installed]
extra/xorg-luit 1.1.1-2 (xorg xorg-apps) [installed]
extra/xorg-mkfontdir 1.0.7-7 (xorg xorg-apps) [installed]
extra/xorg-mkfontscale 1.1.2-1 (xorg-apps xorg) [installed]
extra/xorg-server 1.19.1-1 (xorg) [installed]
extra/xorg-server-common 1.19.1-1 (xorg) [installed]
extra/xorg-sessreg 1.1.0-1 (xorg-apps xorg) [installed]
extra/xorg-setxkbmap 1.3.1-1 (xorg-apps xorg) [installed]
extra/xorg-xauth 1.0.10-1 (xorg-apps xorg) [installed]
extra/xorg-xclock 1.0.7-1 [installed]
extra/xorg-xdm 1.1.11-6 [installed]
extra/xorg-xdpyinfo 1.3.2-1 (xorg-apps xorg) [installed]
extra/xorg-xinit 1.3.4-4 [installed]
extra/xorg-xkbcomp 1.3.1-1 (xorg-apps xorg) [installed]
extra/xorg-xkill 1.0.4-1 (xorg-apps xorg) [installed]
extra/xorg-xmessage 1.0.4-2 [installed]
extra/xorg-xmodmap 1.0.9-1 (xorg-apps xorg) [installed]
extra/xorg-xprop 1.2.2-1 (xorg-apps xorg) [installed]
extra/xorg-xrandr 1.5.0-1 (xorg-apps xorg) [installed]
extra/xorg-xrdb 1.1.0-2 (xorg-apps xorg) [installed]
extra/xorg-xset 1.2.3-1 (xorg-apps xorg) [installed]
extra/xorg-xsetroot 1.1.1-2 (xorg-apps xorg) [installed]
extra/xorg-xwininfo 1.1.3-1 (xorg-apps xorg) [installed]
extra/xproto 7.0.31-1 [installed]
extra/xterm 327-1 [installed]
extra/xvidcore 1.3.4-1 [installed]
core/xz 5.2.3-1 [installed]
extra/yajl 2.1.0-1 [installed]
archlinuxfr/yaourt 1.8.1-1 [installed]
extra/zenity 3.22.0+1+gcd1647c-1 [installed]
extra/zita-alsa-pcmi 0.2.0-3 [installed]
extra/zita-resampler 1.3.0-5 [installed]
core/zlib 1:1.2.11-1 [installed]
